,grayscale,type
1079,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.3889093e-05
  0.0000000e+00 9.3889093e-05]]",Type_3
1080,"[[1.80785595e-04 1.80785595e-04 9.03927973e-05 ... 1.80785595e-04
  2.71178392e-04 1.80785595e-04]]",Type_3
1081,[[0.00859217 0.00768088 0.00742051 ... 0.00859217 0.00872235 0.00950346]],Type_3
1082,[[0.         0.         0.         ... 0.00017972 0.         0.        ]],Type_3
1083,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1084,[[0.01216165 0.01182383 0.01092296 ... 0.         0.00078826 0.00090086]],Type_3
1085,[[0.00558117 0.00511608 0.00548815 ... 0.01395293 0.01516219 0.01506917]],Type_3
1086,"[[0.00000000e+00 8.84461478e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 8.84461478e-05]]",Type_3
1087,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1088,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1089,[[0.00280537 0.00323043 0.00314541 ... 0.00416555 0.00399553 0.00416555]],Type_3
1090,[[0.00744572 0.00685479 0.00555474 ... 0.01666423 0.01536418 0.0144187 ]],Type_3
1091,[[0.00016321 0.00016321 0.00040802 ... 0.00652836 0.00220332 0.00089765]],Type_3
1092,"[[1.36749938e-02 1.35950231e-02 1.39149060e-02 ... 7.99707240e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1093,[[0.01074142 0.01136112 0.01177425 ... 0.00258207 0.00320177 0.00351162]],Type_3
1094,[[0.01785357 0.01793019 0.01823669 ... 0.00551698 0.00996122 0.01241321]],Type_3
1095,[[0.01013083 0.01073181 0.01098938 ... 0.01287818 0.01304988 0.01296403]],Type_3
1096,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.33217589e-04
  7.77391963e-05 1.55478393e-04]]",Type_3
1097,[[0.0042982  0.0031671  0.00135733 ... 0.00033933 0.         0.00011311]],Type_3
1098,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1099,"[[5.76023140e-04 8.22890200e-05 2.46867060e-04 ... 9.38094828e-03
  8.64034710e-03 8.55805808e-03]]",Type_3
1100,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1101,[[0.00328692 0.00285443 0.00354642 ... 0.00380591 0.0044114  0.0041519 ]],Type_3
1102,[[0.01279902 0.01279902 0.01249061 ... 0.00015421 0.00015421 0.00015421]],Type_3
1103,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1104,"[[1.80557725e-04 9.02788623e-05 1.80557725e-04 ... 9.02788623e-05
  1.80557725e-04 9.02788623e-05]]",Type_3
1105,[[0.00814484 0.00814484 0.00870017 ... 0.00194366 0.00175855 0.00074044]],Type_3
1106,[[0.02139188 0.02163636 0.02285875 ... 0.00537853 0.00721212 0.00977914]],Type_3
1107,"[[8.20860335e-05 8.20860335e-05 1.64172067e-04 ... 1.64172067e-04
  8.20860335e-05 1.64172067e-04]]",Type_3
1108,[[0.00502073 0.00493975 0.00477779 ... 0.01992095 0.01992095 0.01992095]],Type_3
1109,"[[9.12055877e-05 1.82411175e-04 3.64822351e-04 ... 9.12055877e-05
  1.82411175e-04 1.82411175e-04]]",Type_3
1110,"[[0.00000000e+00 8.51083507e-05 0.00000000e+00 ... 0.00000000e+00
  8.51083507e-05 0.00000000e+00]]",Type_3
1111,"[[0.00000000e+00 8.99201817e-05 8.99201817e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1112,"[[9.63391803e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1113,[[0.00921726 0.01039393 0.01402201 ... 0.0049028  0.00421641 0.00264751]],Type_3
1114,"[[1.92365594e-04 1.92365594e-04 1.92365594e-04 ... 9.61827969e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1115,[[0.00585994 0.00828763 0.00962705 ... 0.00979447 0.0112176  0.01565441]],Type_3
1116,[[0.00676409 0.0103936  0.01295076 ... 0.00701156 0.00750649 0.00717654]],Type_3
1117,"[[2.44858751e-04 8.16195838e-05 1.63239168e-04 ... 3.26478335e-04
  8.16195838e-05 1.63239168e-04]]",Type_3
1118,[[0.00035033 0.00023355 0.00011678 ... 0.00023355 0.00011678 0.00023355]],Type_3
1119,[[0.00940984 0.0096144  0.00940984 ... 0.00848932 0.00930756 0.01022809]],Type_3
1120,[[0.01768507 0.01551512 0.01269419 ... 0.01877004 0.01681709 0.01182621]],Type_3
1121,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  7.82606095e-05 7.82606095e-05]]",Type_3
1122,[[0.01027752 0.01003282 0.0085646  ... 0.0042823  0.00440465 0.004527  ]],Type_3
1123,"[[6.75840974e-03 8.76984120e-03 9.33304202e-03 ... 1.60914518e-04
  8.04572588e-05 0.00000000e+00]]",Type_3
1124,[[0.0077057  0.00763161 0.00755752 ... 0.01622643 0.0154855  0.01304042]],Type_3
1125,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1126,"[[0.00000000e+00 9.96794341e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 9.96794341e-05]]",Type_3
1127,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1128,"[[9.02900536e-05 9.02900536e-05 6.32030375e-04 ... 8.57755509e-03
  8.12610483e-03 7.85523466e-03]]",Type_3
1129,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1130,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  9.97642587e-05 9.97642587e-05]]",Type_3
1131,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1132,"[[9.73683696e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1133,[[0.01101824 0.0110975  0.01101824 ... 0.00214023 0.00237804 0.00237804]],Type_3
1134,[[0.00745547 0.00779825 0.00779825 ... 0.0035135  0.00317072 0.00188529]],Type_3
1135,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1136,"[[1.74036014e-04 8.70180068e-05 8.70180068e-05 ... 8.70180068e-05
  8.70180068e-05 8.70180068e-05]]",Type_3
1137,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1138,[[0.004664   0.00546814 0.00619186 ... 0.00611145 0.00562897 0.00562897]],Type_3
1139,[[0.         0.         0.00021671 ... 0.         0.         0.        ]],Type_3
1140,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1141,[[0.01040226 0.01023312 0.01006398 ... 0.00050743 0.00042286 0.00042286]],Type_3
1142,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1143,[[0.        0.        0.0001038 ... 0.        0.        0.       ]],Type_3
1144,[[0.00010535 0.00010535 0.00010535 ... 0.         0.         0.        ]],Type_3
1145,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1146,[[0.01189922 0.01198129 0.01206335 ... 0.0099297  0.00886287 0.00615477]],Type_3
1147,[[0.00166701 0.00193022 0.00149154 ... 0.0114936  0.00719447 0.00368497]],Type_3
1148,"[[4.47960220e-04 5.37552264e-04 9.85512484e-04 ... 1.79184088e-04
  8.95920440e-05 0.00000000e+00]]",Type_3
1149,[[0.01135947 0.01169688 0.01214676 ... 0.00348657 0.00551103 0.00584844]],Type_3
1150,[[0.00011274 0.00033823 0.00033823 ... 0.00067645 0.0007892  0.0007892 ]],Type_3
1151,[[0.00565342 0.00456241 0.00446322 ... 0.00039673 0.00069428 0.        ]],Type_3
1152,[[0.0060642  0.00644923 0.00635298 ... 0.00038503 0.00048129 0.00019251]],Type_3
1153,[[0.02100589 0.02079371 0.02121807 ... 0.00381925 0.00381925 0.00392534]],Type_3
1154,"[[0.00000000e+00 1.42655866e-04 0.00000000e+00 ... 0.00000000e+00
  7.13279332e-05 1.42655866e-04]]",Type_3
1155,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1156,"[[9.92364124e-05 1.98472825e-04 1.98472825e-04 ... 0.00000000e+00
  0.00000000e+00 9.92364124e-05]]",Type_3
1157,[[0.01565968 0.0140113  0.01302226 ... 0.0080771  0.00741774 0.00659355]],Type_3
1158,[[0.00826982 0.00892025 0.00901317 ... 0.01049988 0.0110574  0.00947777]],Type_3
1159,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1160,[[0.00544065 0.00601945 0.00486186 ... 0.00567217 0.00509338 0.00590369]],Type_3
1161,[[0.00574388 0.00626605 0.00626605 ... 0.00504765 0.00522171 0.00478657]],Type_3
1162,[[0.00040722 0.00097733 0.00187321 ... 0.0097733  0.00944752 0.00920319]],Type_3
1163,"[[8.13637136e-05 0.00000000e+00 0.00000000e+00 ... 1.05772828e-03
  1.13909199e-03 9.76364564e-04]]",Type_3
1164,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  9.20057843e-05 0.00000000e+00]]",Type_3
1165,[[0.         0.         0.         ... 0.00010156 0.00030468 0.00010156]],Type_3
1166,"[[6.99447811e-05 2.09834343e-04 1.39889562e-04 ... 4.19668687e-04
  2.09834343e-04 4.19668687e-04]]",Type_3
1167,[[0.01028547 0.01028547 0.01053839 ... 0.00573288 0.00547996 0.00514273]],Type_3
1168,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1169,[[0.01493996 0.01557378 0.01557378 ... 0.00054327 0.00036218 0.00036218]],Type_3
1170,[[0.00054386 0.0008158  0.00027193 ... 0.00054386 0.0004079  0.0004079 ]],Type_3
1171,[[0.00206102 0.00370984 0.00525561 ... 0.01123259 0.01442717 0.01700346]],Type_3
1172,[[0.00255375 0.00173655 0.00357525 ... 0.0075591  0.0063333  0.00459675]],Type_3
1173,"[[0.00000000e+00 0.00000000e+00 9.59231206e-05 ... 0.00000000e+00
  0.00000000e+00 1.91846241e-04]]",Type_3
1174,"[[7.15961607e-05 1.43192321e-04 2.14788482e-04 ... 1.43192321e-04
  3.57980803e-04 1.43192321e-04]]",Type_3
1175,[[0.01127906 0.01107583 0.01016131 ... 0.00650324 0.00447098 0.00355646]],Type_3
1176,[[0.00011476 0.00011476 0.         ... 0.         0.         0.        ]],Type_3
1177,[[0.01396547 0.01446722 0.0143836  ... 0.00434853 0.00401403 0.00418128]],Type_3
1178,[[0.00756709 0.00765508 0.00765508 ... 0.00043995 0.00035196 0.00043995]],Type_3
1179,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1180,[[0.00050564 0.00030338 0.00040451 ... 0.00040451 0.00030338 0.00030338]],Type_3
1181,[[0.00049429 0.00059315 0.00049429 ... 0.00059315 0.00069201 0.00069201]],Type_3
1182,"[[0.00000000e+00 0.00000000e+00 9.40620827e-05 ... 9.40620827e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1183,[[0.01006531 0.01088142 0.01101744 ... 0.01645815 0.02013063 0.02353107]],Type_3
1184,[[0.011664   0.012393   0.01228886 ... 0.00676929 0.00562372 0.00572786]],Type_3
1185,[[0.00488131 0.00613651 0.00571811 ... 0.00167359 0.00237092 0.00362612]],Type_3
1186,"[[1.86474686e-04 1.86474686e-04 1.86474686e-04 ... 9.32373430e-05
  1.86474686e-04 0.00000000e+00]]",Type_3
1187,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1188,[[0.00539542 0.00509567 0.00469601 ... 0.01848431 0.01798473 0.01748516]],Type_3
1189,[[0.00909266 0.00960253 0.01121712 ... 0.00416393 0.00339913 0.00297424]],Type_3
1190,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  8.30921899e-05 0.00000000e+00]]",Type_3
1191,"[[8.46347106e-05 1.69269421e-04 8.46347106e-05 ... 2.53904132e-04
  8.46347106e-05 8.46347106e-05]]",Type_3
1192,[[0.00011362 0.00011362 0.00011362 ... 0.         0.         0.00011362]],Type_3
1193,[[0.01294865 0.01310373 0.01263851 ... 0.00054276 0.00054276 0.00038768]],Type_3
1194,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1195,"[[0.00000000e+00 9.46531324e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1196,[[0.0002186 0.0001093 0.        ... 0.0001093 0.        0.0001093]],Type_3
1197,[[0.0016924  0.0016924  0.00116352 ... 0.00687537 0.00613494 0.00719269]],Type_3
1198,[[0.0102711  0.00991995 0.00974438 ... 0.00201911 0.00193132 0.00175574]],Type_3
1199,[[0.00684444 0.00884074 0.01083704 ... 0.00342222 0.0032321  0.00351728]],Type_3
1200,[[0.00190384 0.00163187 0.00135989 ... 0.00308241 0.00625549 0.00761538]],Type_3
1201,[[0.00585148 0.00647209 0.00691539 ... 0.00992979 0.01001845 0.01028442]],Type_3
1202,[[0.00897241 0.01158257 0.01582407 ... 0.00562815 0.00481248 0.0037521 ]],Type_3
1203,"[[9.35689588e-05 9.35689588e-05 9.35689588e-05 ... 9.35689588e-05
  9.35689588e-05 9.35689588e-05]]",Type_3
1204,"[[0.00000000e+00 7.69248883e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1205,[[0.         0.         0.         ... 0.00010958 0.         0.        ]],Type_3
1206,[[0.         0.00010754 0.         ... 0.         0.         0.        ]],Type_3
1207,[[0.         0.00188961 0.00391418 ... 0.02267527 0.02267527 0.02267527]],Type_3
1208,"[[2.66107458e-04 8.87024859e-05 8.87024859e-05 ... 1.77404972e-04
  8.87024859e-05 1.77404972e-04]]",Type_3
1209,[[0.01071173 0.0105077  0.01009963 ... 0.01826095 0.01897507 0.018567  ]],Type_3
1210,"[[8.65278955e-03 1.09720940e-02 1.36482144e-02 ... 2.67612048e-04
  8.92040160e-05 1.78408032e-04]]",Type_3
1211,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1212,[[0.00010969 0.         0.00021939 ... 0.         0.         0.        ]],Type_3
1213,"[[0.00000000e+00 9.14248628e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1214,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1215,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1216,[[0.00035475 0.00026606 0.00017737 ... 0.00017737 0.00026606 0.00017737]],Type_3
1217,[[0.01161487 0.01161487 0.01170491 ... 0.00540227 0.00513215 0.00468196]],Type_3
1218,[[0.00021796 0.00010898 0.00010898 ... 0.00010898 0.00021796 0.00010898]],Type_3
1219,[[0.00020188 0.00010094 0.00020188 ... 0.00020188 0.00020188 0.00020188]],Type_3
1220,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1221,[[0.01164615 0.01164615 0.01172647 ... 0.01020042 0.01036105 0.01036105]],Type_3
1222,[[0.00829636 0.00829636 0.00829636 ... 0.01648211 0.01670334 0.01803076]],Type_3
1223,[[0.00617791 0.00915246 0.01647443 ... 0.02619892 0.02608451 0.02471164]],Type_3
1224,"[[9.55618036e-05 0.00000000e+00 9.55618036e-05 ... 0.00000000e+00
  9.55618036e-05 1.91123607e-04]]",Type_3
1225,"[[0.000000e+00 0.000000e+00 0.000000e+00 ... 7.630382e-05 0.000000e+00
  7.630382e-05]]",Type_3
1226,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1227,[[0.0005738  0.00038253 0.00066943 ... 0.00038253 0.00038253 0.0002869 ]],Type_3
1228,"[[0.00000000e+00 8.56699715e-05 0.00000000e+00 ... 0.00000000e+00
  8.56699715e-05 0.00000000e+00]]",Type_3
1229,"[[9.34281462e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1230,[[0.00932754 0.0101195  0.01082347 ... 0.00140793 0.00184791 0.00140793]],Type_3
1231,[[0.00602158 0.00679578 0.00696783 ... 0.0007742  0.00094625 0.00086023]],Type_3
1232,[[0.00640464 0.00589227 0.00495292 ... 0.00025619 0.00025619 0.00025619]],Type_3
1233,[[0.01201345 0.0119306  0.01201345 ... 0.00753947 0.00712522 0.00704237]],Type_3
1234,"[[8.27462266e-05 8.27462266e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 8.27462266e-05]]",Type_3
1235,"[[1.73722607e-04 8.68613033e-05 8.68613033e-05 ... 0.00000000e+00
  0.00000000e+00 8.68613033e-05]]",Type_3
1236,[[0.00020401 0.00010201 0.00010201 ... 0.00010201 0.00010201 0.        ]],Type_3
1237,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.80425067e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1238,[[0.01469395 0.0160973  0.01717045 ... 0.00949328 0.00875033 0.00842013]],Type_3
1239,[[0.01103855 0.01092926 0.01081997 ... 0.00349736 0.00371595 0.00316949]],Type_3
1240,[[0.01671867 0.01644157 0.0163492  ... 0.00055421 0.00018474 0.        ]],Type_3
1241,[[0.00243474 0.00273908 0.00273908 ... 0.00684771 0.00699988 0.00715205]],Type_3
1242,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1243,[[0.00028723 0.00038297 0.00038297 ... 0.00028723 0.00038297 0.00019148]],Type_3
1244,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1245,[[0.00943844 0.01007617 0.01065013 ... 0.0045279  0.00573959 0.00656864]],Type_3
1246,[[0.00993174 0.0104638  0.01099586 ... 0.00266029 0.00230558 0.00230558]],Type_3
1247,[[0.00672802 0.00664064 0.00699015 ... 0.00515523 0.00471835 0.0048931 ]],Type_3
1248,[[0.01053113 0.01103605 0.01139671 ... 0.00100983 0.00108197 0.00151475]],Type_3
1249,"[[8.42962862e-05 1.68592572e-04 8.42962862e-05 ... 8.42962862e-05
  1.68592572e-04 8.42962862e-05]]",Type_3
1250,[[0.00063221 0.00108379 0.00126442 ... 0.00821872 0.00948314 0.01047662]],Type_3
1251,[[0.00399577 0.00399577 0.00371036 ... 0.00199788 0.00190275 0.00123679]],Type_3
1252,[[0.00024494 0.00024494 0.00012247 ... 0.00024494 0.00024494 0.00012247]],Type_3
1253,"[[0.00000000e+00 0.00000000e+00 9.78673846e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1254,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1255,[[0.00010026 0.         0.00010026 ... 0.         0.00010026 0.        ]],Type_3
1256,[[0.0019082  0.00427701 0.00559301 ... 0.01671323 0.01671323 0.01671323]],Type_3
1257,[[0.01416392 0.01428098 0.01474921 ... 0.00304349 0.00316054 0.00316054]],Type_3
1258,"[[0.00000000e+00 9.15657386e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1259,[[0.00026921 0.00047112 0.00067303 ... 0.00026921 0.00033652 0.00020191]],Type_3
1260,"[[4.44693984e-04 3.55755187e-04 3.55755187e-04 ... 1.77877594e-04
  8.89387968e-05 8.89387968e-05]]",Type_3
1261,"[[0.00000000e+00 0.00000000e+00 9.08493321e-05 ... 0.00000000e+00
  9.08493321e-05 0.00000000e+00]]",Type_3
1262,[[0.00442062 0.00442062 0.00392017 ... 0.00767353 0.00817398 0.00809057]],Type_3
1263,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1264,[[0.00407508 0.00343585 0.00279662 ... 0.0091889  0.00942861 0.00902909]],Type_3
1265,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1266,[[0.00151271 0.00204661 0.00249152 ... 0.0031144  0.00204661 0.00080085]],Type_3
1267,"[[1.96646184e-04 1.96646184e-04 9.83230921e-05 ... 0.00000000e+00
  1.96646184e-04 3.93292368e-04]]",Type_3
1268,"[[9.58542901e-05 1.91708580e-04 0.00000000e+00 ... 9.58542901e-05
  9.58542901e-05 0.00000000e+00]]",Type_3
1269,[[0.01258488 0.01146976 0.01218662 ... 0.00573488 0.00653139 0.00533662]],Type_3
1270,[[0.00326139 0.00274644 0.00085826 ... 0.00257478 0.00154487 0.00137322]],Type_3
1271,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.76511839e-05
  8.76511839e-05 8.76511839e-05]]",Type_3
1272,[[0.01002769 0.01077977 0.01115581 ... 0.00526454 0.00476315 0.0048885 ]],Type_3
1273,"[[9.58194712e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1274,[[0.00511159 0.00533877 0.00556595 ... 0.00431645 0.00443004 0.00443004]],Type_3
1275,[[0.0145606  0.01501326 0.01531504 ... 0.01795556 0.01795556 0.01795556]],Type_3
1276,[[0.01118198 0.01081735 0.01081735 ... 0.00474019 0.00474019 0.00461864]],Type_3
1277,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1278,[[0.00710786 0.00721087 0.00751991 ... 0.00041205 0.         0.        ]],Type_3
1279,"[[9.36989939e-05 9.36989939e-05 1.87397988e-04 ... 1.87397988e-04
  1.87397988e-04 0.00000000e+00]]",Type_3
1280,"[[0.00000000e+00 9.89656965e-05 9.89656965e-05 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1281,"[[9.43311864e-05 1.88662373e-04 0.00000000e+00 ... 9.43311864e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1282,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1283,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.07340198e-05
  9.07340198e-05 9.07340198e-05]]",Type_3
1284,"[[3.12062613e-03 5.04101143e-03 6.88138069e-03 ... 8.00160545e-05
  1.60032109e-04 1.60032109e-04]]",Type_3
1285,"[[7.66853814e-05 1.53370763e-04 7.66853814e-05 ... 7.66853814e-05
  7.66853814e-05 0.00000000e+00]]",Type_3
1286,"[[0.00000000e+00 9.64103074e-05 9.64103074e-05 ... 9.64103074e-05
  0.00000000e+00 0.00000000e+00]]",Type_3
1287,[[0.01201657 0.01201657 0.01258879 ... 0.00457774 0.00410089 0.00448237]],Type_3
1288,[[0.00902999 0.00902999 0.00902999 ... 0.00987896 0.01026486 0.01065075]],Type_3
1289,"[[4.68743430e-04 4.68743430e-04 1.01561076e-03 ... 0.00000000e+00
  7.81239050e-05 7.81239050e-05]]",Type_3
1290,[[0.00546387 0.00489472 0.00478089 ... 0.0044394  0.00364258 0.00352875]],Type_3
1291,[[0.00476343 0.00694993 0.00671566 ... 0.         0.         0.        ]],Type_3
1292,[[0.00035169 0.00061545 0.00017584 ... 0.00043961 0.00061545 0.00035169]],Type_3
1293,"[[1.87342369e-04 9.36711845e-05 1.87342369e-04 ... 9.36711845e-05
  9.36711845e-05 0.00000000e+00]]",Type_3
1294,"[[1.09526408e-02 1.03673852e-02 1.06182090e-02 ... 2.50823836e-04
  8.36079452e-05 1.67215890e-04]]",Type_3
1295,[[0.01191224 0.01172164 0.01191224 ... 0.00238245 0.00390721 0.00524138]],Type_3
1296,"[[9.79662884e-05 3.91865153e-04 1.95932577e-04 ... 8.22916822e-03
  4.80034813e-03 1.27356175e-03]]",Type_3
1297,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.71111802e-05
  9.71111802e-05 9.71111802e-05]]",Type_3
1298,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1299,[[0.00318331 0.00402595 0.0038387  ... 0.00430683 0.00411958 0.00355782]],Type_3
1300,[[0.00727644 0.00711995 0.00711995 ... 0.00375558 0.00352086 0.00352086]],Type_3
1301,"[[0.00000000e+00 0.00000000e+00 9.99067466e-05 ... 0.00000000e+00
  9.99067466e-05 9.99067466e-05]]",Type_3
1302,[[0.01584136 0.01541089 0.01394728 ... 0.01119226 0.0122254  0.01282806]],Type_3
1303,"[[1.67066369e-04 8.35331845e-05 1.67066369e-04 ... 8.35331845e-05
  2.50599554e-04 3.34132738e-04]]",Type_3
1304,"[[9.15328886e-05 9.15328886e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1305,[[0.00954963 0.01132433 0.01039473 ... 0.0042255  0.00481707 0.00532413]],Type_3
1306,[[0.         0.         0.00010949 ... 0.         0.         0.        ]],Type_3
1307,"[[1.73813971e-04 1.73813971e-04 8.69069854e-05 ... 2.60720956e-04
  1.73813971e-04 2.60720956e-04]]",Type_3
1308,[[0.00044081 0.00033061 0.00033061 ... 0.00022041 0.00033061 0.00077142]],Type_3
1309,[[0.00035191 0.00035191 0.00043989 ... 0.00061584 0.00070382 0.00079179]],Type_3
1310,"[[8.62012539e-05 1.72402508e-04 1.72402508e-04 ... 1.72402508e-04
  1.72402508e-04 1.72402508e-04]]",Type_3
1311,[[0.00052578 0.00021031 0.00010516 ... 0.00021031 0.00021031 0.00042062]],Type_3
1312,[[0.00301965 0.00249902 0.00260314 ... 0.00926719 0.00968369 0.00978782]],Type_3
1313,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1314,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1315,[[0.00212372 0.00230069 0.00318557 ... 0.00645964 0.00725603 0.00513231]],Type_3
1316,"[[8.5000668e-05 0.0000000e+00 0.0000000e+00 ... 8.5000668e-05
  0.0000000e+00 0.0000000e+00]]",Type_3
1317,"[[0.00000000e+00 8.64193097e-05 8.64193097e-05 ... 8.64193097e-05
  8.64193097e-05 8.64193097e-05]]",Type_3
1318,[[0.00305852 0.00453844 0.00631436 ... 0.02032434 0.01973237 0.02150828]],Type_3
1319,"[[8.6558454e-05 8.6558454e-05 8.6558454e-05 ... 8.6558454e-05
  8.6558454e-05 8.6558454e-05]]",Type_3
1320,[[0.01052599 0.0111218  0.0109232  ... 0.00049651 0.0001986  0.        ]],Type_3
1321,[[0.00944307 0.00907275 0.00860986 ... 0.00416606 0.00416606 0.00379574]],Type_3
1322,[[0.00862324 0.00811599 0.00820053 ... 0.00963774 0.01124403 0.01285032]],Type_3
1323,"[[6.86231383e-03 7.83111107e-03 9.28430694e-03 ... 8.07331038e-05
  1.61466208e-04 1.61466208e-04]]",Type_3
1324,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.63931814e-05
  0.00000000e+00 1.72786363e-04]]",Type_3
1325,[[0.00556153 0.00507081 0.00580689 ... 0.00392579 0.00400757 0.00490723]],Type_3
1326,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1327,[[0.00024933 0.00016622 0.00016622 ... 0.00016622 0.00016622 0.00024933]],Type_3
1328,"[[1.04811683e-02 1.15800004e-02 1.14954749e-02 ... 3.38102202e-04
  0.00000000e+00 8.45255504e-05]]",Type_3
1329,[[0.00488485 0.00408733 0.00388794 ... 0.00618083 0.00697836 0.0076762 ]],Type_3
1330,"[[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 8.6920219e-05
  0.0000000e+00 0.0000000e+00]]",Type_3
1331,"[[0.00000000e+00 8.38341039e-05 0.00000000e+00 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]",Type_3
1332,"[[8.88983343e-05 0.00000000e+00 8.88983343e-05 ... 8.88983343e-05
  8.88983343e-05 8.88983343e-05]]",Type_3
1333,"[[9.24418030e-05 9.24418030e-05 3.69767212e-04 ... 9.24418030e-05
  9.24418030e-05 9.24418030e-05]]",Type_3
1334,[[0.00365064 0.00380937 0.00396809 ... 0.00031745 0.00039681 0.00071426]],Type_3
1335,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1336,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1337,[[0.0088281  0.00913606 0.00985463 ... 0.00246366 0.00297692 0.00349018]],Type_3
1338,"[[1.68374526e-04 8.41872630e-05 2.52561789e-04 ... 8.41872630e-05
  2.52561789e-04 1.68374526e-04]]",Type_3
1339,[[0. 0. 0. ... 0. 0. 0.]],Type_3
1340,[[0.00058383 0.00033361 0.00075063 ... 0.00033361 0.00066723 0.00016681]],Type_3
